Name,Constituency,Caucus,Salaries,Travel,Hospitality,Contracts,Year,Quarter
"Zimmer, Bob",Prince George—Peace River—Northern Rockies,Conservative,68785.44,22257.84,335.31,28104.68,2022,1
"Zuberi, Sameer",Pierrefonds—Dollard,Liberal,50521.0,3406.27,46.95,20170.68,2022,1
"Aboultaif, Ziad",Edmonton Manning,Conservative,74345.11,9313.02,475.53,21890.88,2022,2
"Aitchison, Scott",Parry Sound—Muskoka,Conservative,73810.44,7464.4,0.0,20799.11,2022,2
"Albas, Dan",Central Okanagan—Similkameen—Nicola,Conservative,84571.07,8736.59,380.37,18684.82,2022,2
"Alghabra, Hon. Omar",Mississauga Centre,Liberal,72074.4,5297.0,546.64,31493.94,2022,2
"Ali, Shafqat",Brampton Centre,Liberal,0.0,0.0,0.0,4000.0,2022,2
"Alleslev, Leona",Aurora—Oak Ridges—Richmond Hill,Conservative,61189.96,8991.3,63.97,12817.78,2022,2
"Allison, Dean",Niagara West,Conservative,78373.54,11177.47,0.0,24726.51,2022,2
"Amos, William",Pontiac,Liberal,61320.47,8158.87,0.0,32105.36,2022,2
"Anand, Hon. Anita",Oakville,Liberal,76756.33,0.0,0.0,16801.54,2022,2
"Anandasangaree, Gary",Scarborough—Rouge Park,Liberal,69316.31,8917.29,1580.58,21938.51,2022,2
"Angus, Charlie",Timmins—James Bay,New Democratic Party,95180.86,18618.67,109.27,26054.34,2022,2
"Arnold, Mel",North Okanagan—Shuswap,Conservative,80029.42,8733.66,0.0,26857.67,2022,2
"Arseneault, René",Madawaska—Restigouche,Liberal,61620.4,13254.18,1373.65,16105.5,2022,2
"Arya, Chandra",Nepean,Liberal,69158.82,0.0,63.64,22361.06,2022,2
"Ashton, Niki",Churchill—Keewatinook Aski,New Democratic Party,89711.39,13845.55,0.0,14844.58,2022,2
"Atwin, Jenica",Fredericton,Liberal,75118.28,6099.83,0.0,12819.52,2022,2
"Bachrach, Taylor",Skeena—Bulkley Valley,New Democratic Party,82390.51,17586.47,357.72,19705.93,2022,2
"Badawey, Vance",Niagara Centre,Liberal,72417.54,9945.42,28.34,20930.51,2022,2
"Bagnell, Hon. Larry",Yukon,Liberal,72707.75,12046.18,75.13,17104.25,2022,2
"Bains, Hon. Navdeep",Mississauga—Malton,Liberal,80678.47,2915.48,0.0,8438.38,2022,2
"Baker, Yvan",Etobicoke Centre,Liberal,53313.43,739.75,0.0,64662.64,2022,2
"Baldinelli, Tony",Niagara Falls,Conservative,73811.96,8363.49,0.0,23853.69,2022,2
"Barlow, John",Foothills,Conservative,84523.35,15508.16,0.0,12791.17,2022,2
"Barrett, Michael",Leeds—Grenville—Thousand Islands and Rideau Lakes,Conservative,86104.04,813.97,0.0,15365.12,2022,2
"Barsalou-Duval, Xavier",Pierre-Boucher—Les Patriotes—Verchères,Bloc Québécois,69112.89,8387.44,499.38,25369.12,2022,2
"Battiste, Jaime",Sydney—Victoria,Liberal,72240.09,9427.14,244.01,17026.04,2022,2
"Beaulieu, Mario",La Pointe-de-l'Île,Bloc Québécois,61860.16,13285.94,4267.56,33596.26,2022,2
"Beech, Terry",Burnaby North—Seymour,Liberal,90013.06,3850.0,269.58,27635.43,2022,2
"Bendayan, Rachel",Outremont,Liberal,60582.71,8634.76,75.0,18269.87,2022,2
"Bennett, Hon. Carolyn",Toronto—St. Paul's,Liberal,81334.66,3050.0,0.0,15332.93,2022,2
"Benzen, Bob",Calgary Heritage,Conservative,70291.43,0.0,151.52,22890.95,2022,2
"Bergen, Hon. Candice",Portage—Lisgar,Conservative,50989.25,13931.89,1299.04,32675.76,2022,2
"Bergeron, Stéphane",Montarville,Bloc Québécois,62093.54,7655.89,120.0,27734.69,2022,2
"Berthold, Luc",Mégantic—L'Érable,Conservative,62186.57,7951.68,91.5,19546.8,2022,2
"Bérubé, Sylvie",Abitibi—Baie-James—Nunavik—Eeyou,Bloc Québécois,77322.44,17912.1,949.88,37431.77,2022,2
"Bessette, Lyne",Brome—Missisquoi,Liberal,61415.88,2565.61,51.03,10611.15,2022,2
"Bezan, James",Selkirk—Interlake—Eastman,Conservative,71239.9,14421.44,175.05,22663.47,2022,2
"Bibeau, Hon. Marie-Claude",Compton—Stanstead,Liberal,51489.76,6467.71,705.45,20704.39,2022,2
"Bittle, Chris",St. Catharines,Liberal,90248.07,2498.62,0.0,19179.38,2022,2
"Blaikie, Daniel",Elmwood—Transcona,New Democratic Party,62921.67,0.0,0.0,20098.91,2022,2
"Blair, Hon. Bill",Scarborough Southwest,Liberal,59173.16,7929.16,0.0,11969.22,2022,2
"Blanchet, Yves-François",Beloeil—Chambly,Bloc Québécois,63479.32,44813.73,764.54,21110.03,2022,2
"Blanchette-Joncas, Maxime",Rimouski-Neigette—Témiscouata—Les Basques,Bloc Québécois,82689.43,8098.15,49.95,25327.94,2022,2
"Blaney, Rachel",North Island—Powell River,New Democratic Party,80979.45,7185.28,0.0,28494.9,2022,2
"Blaney, Hon. Steven",Bellechasse—Les Etchemins—Lévis,Conservative,78629.32,6037.73,56.28,43181.33,2022,2
"Block, Kelly",Carlton Trail—Eagle Creek,Conservative,51586.15,10236.08,0.0,22474.86,2022,2
"Blois, Kody",Kings—Hants,Liberal,66485.48,3673.19,687.26,20144.32,2022,2
"Boudrias, Michel",Terrebonne,Bloc Québécois,61445.73,0.0,0.0,20918.32,2022,2
"Boulerice, Alexandre",Rosemont—La Petite-Patrie,New Democratic Party,71130.72,4490.49,507.5,21717.48,2022,2
"Bradford, Valerie",Kitchener South—Hespeler,Liberal,0.0,0.0,0.0,2946.68,2022,2
"Bragdon, Richard",Tobique—Mactaquac,Conservative,78946.18,9783.15,0.0,19948.53,2022,2
"Brassard, John",Barrie—Innisfil,Conservative,58909.87,4142.66,0.0,25038.05,2022,2
"Bratina, Bob",Hamilton East—Stoney Creek,Liberal,58577.63,3633.01,134.42,13714.77,2022,2
"Brière, Élisabeth",Sherbrooke,Liberal,50417.71,6228.19,0.0,13434.14,2022,2
"Brock, Larry",Brantford—Brant,Conservative,0.0,0.0,0.0,2750.0,2022,2
"Brunelle-Duceppe, Alexis",Lac-Saint-Jean,Bloc Québécois,90275.12,9369.08,102.05,10203.98,2022,2
"Calkins, Blaine",Red Deer—Lacombe,Conservative,69260.24,11057.26,681.01,19220.51,2022,2
"Cannings, Richard",South Okanagan—West Kootenay,New Democratic Party,85022.98,5932.65,225.68,16353.22,2022,2
"Caputo, Frank",Kamloops—Thompson—Cariboo,Conservative,0.0,0.0,0.0,2859.5,2022,2
"Carr, Hon. Jim",Winnipeg South Centre,Liberal,72166.72,7329.0,70.91,19871.88,2022,2
"Carrie, Colin",Oshawa,Conservative,59427.72,6586.94,115.81,29679.78,2022,2
"Casey, Sean",Charlottetown,Liberal,73301.94,3750.0,3174.18,23460.73,2022,2
"Chabot, Louise",Thérèse-De Blainville,Bloc Québécois,67617.34,541.16,603.27,28044.66,2022,2
"Chagger, Hon. Bardish",Waterloo,Liberal,79305.52,7124.96,0.0,14715.11,2022,2
"Chambers, Adam",Simcoe North,Conservative,0.0,0.0,0.0,3970.7,2022,2
"Champagne, Hon. François-Philippe",Saint-Maurice—Champlain,Liberal,58576.85,7647.42,0.0,15160.44,2022,2
"Champoux, Martin",Drummond,Bloc Québécois,70507.7,9011.88,815.42,29264.73,2022,2
"Charbonneau, Louise",Trois-Rivières,Bloc Québécois,70519.82,6648.05,258.88,14610.92,2022,2
"Chatel, Sophie",Pontiac,Liberal,0.0,0.0,0.0,3473.25,2022,2
"Chen, Shaun",Scarborough North,Liberal,60957.87,5525.06,117.96,19776.75,2022,2
"Chiu, Kenny",Steveston—Richmond East,Conservative,47819.77,9559.08,2276.68,30284.62,2022,2
"Chong, Hon. Michael",Wellington—Halton Hills,Conservative,74289.56,10226.98,0.0,15534.41,2022,2
"Collins, Chad",Hamilton East—Stoney Creek,Liberal,0.0,0.0,0.0,3316.68,2022,2
"Collins, Laurel",Victoria,New Democratic Party,71754.06,0.0,693.49,40029.31,2022,2
"Cooper, Michael",St. Albert—Edmonton,Conservative,70507.58,14040.11,515.93,16576.09,2022,2
"Cormier, Serge",Acadie—Bathurst,Liberal,67612.3,4353.51,611.98,11574.84,2022,2
"Coteau, Michael",Don Valley East,Liberal,0.0,0.0,0.0,4081.0,2022,2
"Cumming, James",Edmonton Centre,Conservative,55467.38,15787.68,360.16,15372.44,2022,2
"Dabrusin, Julie",Toronto—Danforth,Liberal,77192.9,0.0,144.43,16155.13,2022,2
"Dalton, Marc",Pitt Meadows—Maple Ridge,Conservative,65543.33,11856.22,32.14,21997.16,2022,2
"Damoff, Pam",Oakville North—Burlington,Liberal,85422.98,7747.93,0.0,12173.99,2022,2
"Dancho, Raquel",Kildonan—St. Paul,Conservative,46193.03,6150.71,0.0,17816.46,2022,2
"Davidson, Scot",York—Simcoe,Conservative,62413.94,2661.84,6355.62,15565.01,2022,2
"Davies, Don",Vancouver Kingsway,New Democratic Party,73903.67,10965.52,0.0,34964.66,2022,2
"DeBellefeuille, Claude",Salaberry—Suroît,Bloc Québécois,67040.12,5044.34,754.54,19096.89,2022,2
"Deltell, Gérard",Louis-Saint-Laurent,Conservative,82267.78,4733.87,0.0,28055.16,2022,2
"d'Entremont, Chris",West Nova,Conservative,79107.18,8608.79,0.0,18152.81,2022,2
"Desbiens, Caroline",Beauport—Côte-de-Beaupré—Île d'Orléans—Charlevoix,Bloc Québécois,73600.82,12305.72,249.37,53285.3,2022,2
"Desilets, Luc",Rivière-des-Mille-Îles,Bloc Québécois,75155.88,5787.34,508.74,34344.8,2022,2
"Dhaliwal, Sukh",Surrey—Newton,Liberal,48478.5,9857.94,0.0,44772.93,2022,2
"Dhillon, Anju",Dorval—Lachine—LaSalle,Liberal,70134.75,8541.41,0.0,11566.37,2022,2
"Diab, Lena Metlege",Halifax West,Liberal,0.0,0.0,0.0,2552.0,2022,2
"Diotte, Kerry",Edmonton Griesbach,Conservative,42353.04,3797.11,65.12,10279.36,2022,2
"Doherty, Todd",Cariboo—Prince George,Conservative,74392.66,30004.7,0.0,8892.37,2022,2
"Dong, Han",Don Valley North,Liberal,86422.6,5325.0,2368.0,27838.13,2022,2
"Dowdall, Terry",Simcoe—Grey,Conservative,61570.94,6527.0,0.0,29208.87,2022,2
"Dreeshen, Earl",Red Deer—Mountain View,Conservative,57083.98,18894.2,350.4,17280.68,2022,2
"Drouin, Francis",Glengarry—Prescott—Russell,Liberal,68251.12,270.73,0.0,20803.04,2022,2
"Dubourg, Emmanuel",Bourassa,Liberal,67701.85,4957.03,102.62,24857.26,2022,2
"Duclos, Hon. Jean-Yves",Québec,Liberal,72449.2,5175.0,351.17,28669.23,2022,2
"Duguid, Terry",Winnipeg South,Liberal,73338.0,4623.11,92.02,13962.54,2022,2
"Duncan, Eric",Stormont—Dundas—South Glengarry,Conservative,68515.72,8518.46,122.9,22199.43,2022,2
"Duncan, Hon. Kirsty",Etobicoke North,Liberal,89437.81,0.0,0.0,11163.51,2022,2
"Duvall, Scott",Hamilton Mountain,New Democratic Party,49769.86,12324.3,216.98,39316.63,2022,2
"Dzerowicz, Julie",Davenport,Liberal,65802.93,2445.44,1113.0,21173.31,2022,2
"Easter, Hon. Wayne",Malpeque,Liberal,89144.86,11624.17,773.56,6666.2,2022,2
"Ehsassi, Ali",Willowdale,Liberal,81394.88,2963.25,2.99,43617.94,2022,2
"El-Khoury, Fayçal",Laval—Les Îles,Liberal,55451.23,5873.02,0.0,23251.77,2022,2
"Ellis, Neil",Bay of Quinte,Liberal,68543.65,6938.67,66.6,14648.74,2022,2
"Epp, Dave",Chatham-Kent—Leamington,Conservative,64119.4,10200.69,142.39,18536.08,2022,2
"Erskine-Smith, Nathaniel",Beaches—East York,Liberal,81243.82,4778.12,1146.35,16564.16,2022,2
"Falk, Rosemarie",Battlefords—Lloydminster,Conservative,61951.01,2840.42,206.56,15882.18,2022,2
"Falk, Ted",Provencher,Conservative,53637.92,786.08,638.18,33752.08,2022,2
"Fast, Hon. Ed",Abbotsford,Conservative,64823.88,11419.18,397.34,32407.03,2022,2
"Fergus, Greg",Hull—Aylmer,Liberal,77710.14,4999.22,757.5,27091.39,2022,2
"Fillmore, Andy",Halifax,Liberal,52824.83,4761.48,44.0,9638.81,2022,2
"Findlay, Hon. Kerry-Lynne",South Surrey—White Rock,Conservative,60079.33,8840.32,354.2,17269.39,2022,2
"Finley, Hon. Diane",Haldimand—Norfolk,Conservative,419.76,0.0,0.0,1375.95,2022,2
"Finnigan, Pat",Miramichi—Grand Lake,Liberal,72351.18,6364.46,397.63,21563.59,2022,2
"Fisher, Darren",Dartmouth—Cole Harbour,Liberal,58325.66,7496.47,0.0,15779.73,2022,2
"Fonseca, Peter",Mississauga East—Cooksville,Liberal,51588.48,0.0,697.41,52051.25,2022,2
"Fortier, Hon. Mona",Ottawa—Vanier,Liberal,63905.88,129.92,0.0,12186.5,2022,2
"Fortin, Rhéal",Rivière-du-Nord,Bloc Québécois,51388.26,5719.29,662.09,21837.11,2022,2
"Fragiskatos, Peter",London North Centre,Liberal,60399.43,1597.31,0.0,33249.79,2022,2
"Fraser, Sean",Central Nova,Liberal,76447.86,1182.94,0.0,11794.66,2022,2
"Freeland, Hon. Chrystia",University—Rosedale,Liberal,57237.74,0.0,0.0,17941.77,2022,2
"Fry, Hon. Hedy",Vancouver Centre,Liberal,56645.18,3677.39,17.36,34014.74,2022,2
"Gaheer, Iqwinder",Mississauga—Malton,Liberal,0.0,0.0,0.0,3114.04,2022,2
"Gallant, Cheryl",Renfrew—Nipissing—Pembroke,Conservative,82114.83,2868.33,0.0,18972.52,2022,2
"Garneau, Hon. Marc",Notre-Dame-de-Grâce—Westmount,Liberal,54947.22,219.41,0.0,17645.45,2022,2
"Garon, Jean-Denis",Mirabel,Bloc Québécois,0.0,0.0,0.0,2220.24,2022,2
"Garrison, Randall",Esquimalt—Saanich—Sooke,New Democratic Party,77359.37,4521.0,0.0,29846.93,2022,2
"Gaudreau, Marie-Hélène",Laurentides—Labelle,Bloc Québécois,72835.49,9716.69,535.65,31111.69,2022,2
"Gazan, Leah",Winnipeg Centre,New Democratic Party,79641.98,8273.96,694.3,16551.11,2022,2
"Généreux, Bernard",Montmagny—L'Islet—Kamouraska—Rivière-du-Loup,Conservative,38253.6,9457.79,154.48,28472.3,2022,2
"Genuis, Garnett",Sherwood Park—Fort Saskatchewan,Conservative,68823.5,8264.69,309.4,10371.73,2022,2
"Gerretsen, Mark",Kingston and the Islands,Liberal,72166.66,6077.81,373.13,14962.5,2022,2
"Gill, Marilène",Manicouagan,Bloc Québécois,70690.66,31732.32,1970.15,32630.54,2022,2
"Gladu, Marilyn",Sarnia—Lambton,Conservative,83047.26,6023.99,1600.0,22442.26,2022,2
"Godin, Joël",Portneuf—Jacques-Cartier,Conservative,61242.4,1226.15,715.2,26649.63,2022,2
"Goodridge, Laila",Fort McMurray—Cold Lake,Conservative,0.0,0.0,0.0,5400.0,2022,2
"Gould, Hon. Karina",Burlington,Liberal,77607.52,91.0,1155.0,11957.54,2022,2
"Gourde, Jacques",Lévis—Lotbinière,Conservative,53489.73,8654.88,1298.93,66101.76,2022,2
"Gray, Tracy",Kelowna—Lake Country,Conservative,60301.86,9957.19,106.58,25625.89,2022,2
"Green, Matthew",Hamilton Centre,New Democratic Party,81436.48,5633.09,265.14,12831.48,2022,2
"Guilbeault, Hon. Steven",Laurier—Sainte-Marie,Liberal,71398.15,5159.21,0.0,16297.92,2022,2
"Hajdu, Hon. Patty",Thunder Bay—Superior North,Liberal,84538.93,7218.89,0.0,19585.0,2022,2
"Hallan, Jasraj Singh",Calgary Forest Lawn,Conservative,61312.04,17671.99,1345.08,15281.93,2022,2
"Hanley, Brendan",Yukon,Liberal,0.0,0.0,0.0,3775.0,2022,2
"Hardie, Ken",Fleetwood—Port Kells,Liberal,74245.5,15020.7,0.0,20599.37,2022,2
"Harris, Jack",St. John's East,New Democratic Party,70721.98,4999.57,166.12,12483.24,2022,2
"Hoback, Randy",Prince Albert,Conservative,59868.58,21140.65,3686.55,15268.71,2022,2
"Holland, Hon. Mark",Ajax,Liberal,85096.37,8842.18,0.0,17304.76,2022,2
"Housefather, Anthony",Mount Royal,Liberal,70169.33,0.0,34.04,19545.66,2022,2
"Hughes, Carol",Algoma—Manitoulin—Kapuskasing,New Democratic Party,89347.86,8054.62,0.0,19890.4,2022,2
"Hussen, Hon. Ahmed",York South—Weston,Liberal,61028.79,9982.38,0.0,17696.35,2022,2
"Hutchings, Gudie",Long Range Mountains,Liberal,83647.56,11597.26,0.0,15559.63,2022,2
"Iacono, Angelo",Alfred-Pellan,Liberal,55258.45,499.08,374.66,29727.37,2022,2
"Ien, Marci",Toronto Centre,Liberal,75890.26,0.0,0.0,16429.82,2022,2
"Jaczek, Helena",Markham—Stouffville,Liberal,90125.74,2827.69,11.34,13359.6,2022,2
"Jansen, Tamara",Cloverdale—Langley City,Conservative,51182.36,6600.0,0.0,16484.26,2022,2
"Jeneroux, Matt",Edmonton Riverbend,Conservative,59914.8,15938.77,208.16,20803.79,2022,2
"Johns, Gord",Courtenay—Alberni,New Democratic Party,72796.22,19993.31,261.07,31074.06,2022,2
"Joly, Hon. Mélanie",Ahuntsic-Cartierville,Liberal,68505.26,4950.0,256.0,47874.04,2022,2
"Jones, Yvonne",Labrador,Liberal,91713.44,17487.67,756.33,21401.8,2022,2
"Jordan, Hon. Bernadette",South Shore—St. Margarets,Liberal,74311.87,9688.17,28.98,16071.46,2022,2
"Jowhari, Majid",Richmond Hill,Liberal,54574.11,83.02,0.0,22274.21,2022,2
"Julian, Peter",New Westminster—Burnaby,New Democratic Party,77890.62,5484.47,260.95,26197.4,2022,2
"Kayabaga, Arielle",London West,Liberal,0.0,0.0,0.0,2400.0,2022,2
"Kelloway, Mike",Cape Breton—Canso,Liberal,73466.73,4215.6,77.0,21626.76,2022,2
"Kelly, Pat",Calgary Rocky Ridge,Conservative,64695.86,7345.92,0.0,15569.37,2022,2
"Kent, Hon. Peter",Thornhill,Conservative,102633.49,4338.2,0.0,12036.67,2022,2
"Khalid, Iqra",Mississauga—Erin Mills,Liberal,68730.21,8667.29,0.0,27959.76,2022,2
"Khera, Kamal",Brampton West,Liberal,77173.45,5700.0,0.0,29618.45,2022,2
"Kitchen, Robert",Souris—Moose Mountain,Conservative,63767.41,11681.78,206.46,21432.11,2022,2
"Kmiec, Tom",Calgary Shepard,Conservative,58590.51,4593.46,97.25,26284.33,2022,2
"Koutrakis, Annie",Vimy,Liberal,79845.21,8138.21,118.87,20324.31,2022,2
"Kram, Michael",Regina—Wascana,Conservative,61973.95,0.0,206.56,22148.17,2022,2
"Kurek, Damien",Battle River—Crowfoot,Conservative,65724.77,11547.18,883.2,14985.37,2022,2
"Kusie, Stephanie",Calgary Midnapore,Conservative,73420.25,5426.37,792.81,16608.33,2022,2
"Kusmierczyk, Irek",Windsor—Tecumseh,Liberal,75592.13,6929.1,975.9,7696.83,2022,2
"Kwan, Jenny",Vancouver East,New Democratic Party,69434.64,8565.74,417.72,21244.71,2022,2
"Lake, Hon. Mike",Edmonton—Wetaskiwin,Conservative,99720.71,5624.79,0.0,19968.98,2022,2
"Lalonde, Marie-France",Orléans,Liberal,83587.2,732.39,776.11,12700.48,2022,2
"Lambropoulos, Emmanuella",Saint-Laurent,Liberal,67725.2,3893.58,0.0,19779.77,2022,2
"Lametti, Hon. David",LaSalle—Émard—Verdun,Liberal,62250.83,6448.42,0.0,14951.7,2022,2
"Lamoureux, Kevin",Winnipeg North,Liberal,76004.93,5698.99,0.0,16572.12,2022,2
"Lantsman, Melissa",Thornhill,Conservative,0.0,0.0,0.0,4455.94,2022,2
"LaPointe, Viviane",Sudbury,Liberal,0.0,0.0,0.0,3000.0,2022,2
"Larouche, Andréanne",Shefford,Bloc Québécois,59455.88,3881.48,0.0,24071.45,2022,2
"Lattanzio, Patricia",Saint-Léonard—Saint-Michel,Liberal,35480.63,1031.97,278.91,22471.26,2022,2
"Lauzon, Stéphane",Argenteuil—La Petite-Nation,Liberal,73497.69,0.0,275.79,16237.18,2022,2
"Lawrence, Philip",Northumberland—Peterborough South,Conservative,65912.92,8200.62,91.95,19307.1,2022,2
"LeBlanc, Hon. Dominic",Beauséjour,Liberal,89741.29,2874.93,1810.07,17266.83,2022,2
"Lebouthillier, Hon. Diane",Gaspésie—Les Îles-de-la-Madeleine,Liberal,48057.61,8768.71,0.0,13279.13,2022,2
"Lefebvre, Paul",Sudbury,Liberal,63458.32,7522.96,0.0,11166.19,2022,2
"Lehoux, Richard",Beauce,Conservative,64934.03,7700.52,163.55,19805.04,2022,2
"Lemire, Sébastien",Abitibi—Témiscamingue,Bloc Québécois,50866.48,16970.64,142.65,11185.16,2022,2
"Lewis, Chris",Essex,Conservative,62480.74,10163.53,0.0,22973.68,2022,2
"Liepert, Ron",Calgary Signal Hill,Conservative,57410.71,8169.28,557.52,19853.56,2022,2
"Lightbound, Joël",Louis-Hébert,Liberal,70119.76,5273.91,175.88,18982.98,2022,2
"Lloyd, Dane",Sturgeon River—Parkland,Conservative,51433.97,5207.01,6268.0,16827.3,2022,2
"Lobb, Ben",Huron—Bruce,Conservative,60372.54,6512.32,0.0,20113.58,2022,2
"Long, Wayne",Saint John—Rothesay,Liberal,44944.06,176.7,207.61,28691.37,2022,2
"Longfield, Lloyd",Guelph,Liberal,58935.17,0.0,0.0,19708.3,2022,2
"Louis, Tim",Kitchener—Conestoga,Liberal,84566.7,1243.76,0.0,26706.56,2022,2
"Lukiwski, Tom",Moose Jaw—Lake Centre—Lanigan,Conservative,67577.66,13690.56,206.83,12632.97,2022,2
"MacAulay, Hon. Lawrence",Cardigan,Liberal,49376.66,8822.64,3681.13,18718.75,2022,2
"MacDonald, Heath",Malpeque,Liberal,0.0,0.0,0.0,1200.0,2022,2
"MacGregor, Alistair",Cowichan—Malahat—Langford,New Democratic Party,71323.74,8390.37,0.0,20251.71,2022,2
"MacKenzie, Dave",Oxford,Conservative,62393.77,0.0,0.0,17705.93,2022,2
"MacKinnon, Steven",Gatineau,Liberal,57296.46,203.71,0.0,18988.1,2022,2
"Maguire, Larry",Brandon—Souris,Conservative,63671.78,16152.48,101.93,12610.87,2022,2
"Maloney, James",Etobicoke—Lakeshore,Liberal,81985.29,596.88,0.0,26465.34,2022,2
"Manly, Paul",Nanaimo—Ladysmith,Green Party,60742.36,7152.29,0.0,26123.33,2022,2
"Marcil, Simon",Mirabel,Bloc Québécois,89962.19,8666.27,0.0,25482.35,2022,2
"Martel, Richard",Chicoutimi—Le Fjord,Conservative,64545.63,10545.38,2062.82,26040.8,2022,2
"Martinez Ferrada, Soraya",Hochelaga,Liberal,57862.56,5565.0,165.63,17667.06,2022,2
"Masse, Brian",Windsor West,New Democratic Party,91506.89,11384.12,0.0,20886.43,2022,2
"Mathyssen, Lindsay",London—Fanshawe,New Democratic Party,60566.68,5715.47,0.0,23674.35,2022,2
"May, Bryan",Cambridge,Liberal,98815.66,0.0,0.0,15498.61,2022,2
"May, Elizabeth",Saanich—Gulf Islands,Green Party,78523.38,1677.44,0.0,20769.81,2022,2
"Mazier, Dan",Dauphin—Swan River—Neepawa,Conservative,76099.64,22222.68,1824.31,24430.77,2022,2
"McCauley, Kelly",Edmonton West,Conservative,45476.37,22897.42,1563.14,26853.61,2022,2
"McColeman, Phil",Brantford—Brant,Conservative,59836.0,13691.75,541.7,10656.13,2022,2
"McCrimmon, Karen",Kanata—Carleton,Liberal,74088.13,0.0,0.0,19341.65,2022,2
"McDonald, Ken",Avalon,Liberal,82169.33,12049.02,0.0,11241.49,2022,2
"McGuinty, Hon. David",Ottawa South,Liberal,66976.3,0.0,0.0,14839.18,2022,2
"McKay, Hon. John",Scarborough—Guildwood,Liberal,62927.2,4928.23,467.8,21184.81,2022,2
"McKenna, Hon. Catherine",Ottawa Centre,Liberal,69178.49,71.93,256.17,33159.84,2022,2
"McKinnon, Ron",Coquitlam—Port Coquitlam,Liberal,84301.91,8393.5,699.15,19001.65,2022,2
"McLean, Greg",Calgary Centre,Conservative,77250.08,9431.74,416.19,11596.3,2022,2
"McLeod, Cathy",Kamloops—Thompson—Cariboo,Conservative,62238.71,13580.36,0.0,17177.7,2022,2
"McLeod, Michael",Northwest Territories,Liberal,73215.24,9006.12,0.0,12924.0,2022,2
"McPherson, Heather",Edmonton Strathcona,New Democratic Party,75946.29,5520.18,1059.51,13422.75,2022,2
"Melillo, Eric",Kenora,Conservative,77480.93,9399.12,0.0,19351.92,2022,2
"Mendès, Alexandra",Brossard—Saint-Lambert,Liberal,54639.61,10032.79,0.0,16707.11,2022,2
"Mendicino, Hon. Marco",Eglinton—Lawrence,Liberal,55433.6,3389.69,0.0,20164.36,2022,2
"Michaud, Kristina",Avignon—La Mitis—Matane—Matapédia,Bloc Québécois,71507.98,14412.08,790.24,28034.2,2022,2
"Miller, Hon. Marc",Ville-Marie—Le Sud-Ouest—Île-des-Soeurs,Liberal,65789.97,2178.44,0.0,13861.26,2022,2
"Monsef, Hon. Maryam",Peterborough—Kawartha,Liberal,83011.4,6722.8,0.0,18239.15,2022,2
"Moore, Hon. Rob",Fundy Royal,Conservative,65605.51,1524.06,0.0,18227.56,2022,2
"Morantz, Marty",Charleswood—St. James—Assiniboia—Headingley,Conservative,59866.36,642.45,0.0,12477.47,2022,2
"Morrison, Rob",Kootenay—Columbia,Conservative,82180.2,4746.22,510.38,15077.68,2022,2
"Morrissey, Robert",Egmont,Liberal,66744.84,1654.39,0.0,19765.92,2022,2
"Motz, Glen",Medicine Hat—Cardston—Warner,Conservative,64972.06,11784.95,114.78,14195.68,2022,2
"Murray, Hon. Joyce",Vancouver Quadra,Liberal,56750.01,3342.87,0.0,19565.98,2022,2
"Muys, Dan",Flamborough—Glanbrook,Conservative,0.0,0.0,0.0,1500.0,2022,2
